"ActionID","SoundID","FileID"
"738775511","292070745","1417353184"
"650024790","622513652","1417353184"
"391399882","739675176","1417353184"
"831342287","826545595","1417353184"
"139077089","215231176","1417353184"
"203041246","308496167","1417353184"
"742632920","388109555","1417353184"
"987576666","755573998","1417353184"
"186889187","568766156","1417353184"
"606858460","295645005","1417353184"
"73878643","729392113","1417353184"
"494268556","634330574","1417353184"
"354406134","608177259","1417353184"
"529577284","753669514","1417353184"
"996932999","618976622","1417353184"
"541919175","838947076","1417353184"
"182873655","133404495","1417353184"
"926753534","336151759","1417353184"
"339693481","721661854","1417353184"
"249034661","989937905","1417353184"
"675431224","228287153","1417353184"
"324257062","535164167","1417353184"
"892735653","322786594","1417353184"
"359260679","276726676","1417353184"
"261005986","380986806","1417353184"
"580202707","18983951","1417353184"
"881982948","242094586","1417353184"
"833855978","212615185","1417353184"
"104386796","645383988","1417353184"
"304837812","742844861","1417353184"
"300677048","111912769","1417353184"
"675543373","744084639","1417353184"
"443491341","501279652","1417353184"
"71788913","896754212","1417353184"
"659951917","724521334","1417353184"
"627744424","9484002","1417353184"
"398313346","188229006","1417353184"
"36118526","732053180","1417353184"
"564605524","265300516","1417353184"
"584181906","777064904","1417353184"
"363998529","759985361","1417353184"
"859063789","499257815","1417353184"
"108896294","115093971","1417353184"
"996584893","922199512","1417353184"
"850774174","484642107","1417353184"
"934035726","125136992","1417353184"
"645333464","143840629","1417353184"
"344433556","994218871","1417353184"
"731485791","304380630","1417353184"
"526130858","9002135","1417353184"
"383922212","616079477","1417353184"
"953086152","523817968","1417353184"
"930110057","634519766","1417353184"
"713202528","635194493","1417353184"
"751108522","90479594","1417353184"
"299359","220944009","1417353184"
"449868558","314270197","1417353184"
"605958934","24704316","1417353184"
"970350021","823356542","1417353184"
"1013882837","258833419","1417353184"
"911620461","8894136","1417353184"
"134134317","644460074","1417353184"
"830067575","418772344","1417353184"
"601154151","604785067","1417353184"
"1040170917","942563278","1417353184"
"133049835","176181447","1417353184"
"728299103","503277845","1417353184"
"766406028","6922791","1417353184"
"481443289","77120452","1417353184"
"713782570","824028212","1417353184"
"827069251","461091907","1417353184"
"583036020","168299508","1417353184"
"1033274283","755064832","1417353184"
"1007007993","120729097","1417353184"
"1066509000","103998348","1417353184"
"160586201","740703839","1417353184"
"345868907","498453443","1417353184"
"670358953","255016466","1417353184"
"326223472","337891011","1417353184"
"98908671","368060615","1417353184"
"145569852","408759120","1417353184"
"751371040","64276441","1417353184"
"849137564","203574859","1417353184"
"314103222","668081205","1417353184"
"365629827","597156993","1417353184"
"232683145","67889318","1417353184"
"317894615","228056663","1417353184"
"391161149","714851924","1417353184"
"235024408","473532462","1417353184"
"1035530909","570353536","1417353184"
"189250353","15049488","1417353184"
"239157836","21594974","1417353184"
"919574694","969254776","1417353184"
"33338827","31196658","1417353184"
"776138631","587941775","1417353184"
"691141048","312914597","1417353184"
"559150887","879486849","1417353184"
"413411601","71242924","1417353184"
"977857989","637038126","1417353184"
"144869620","312438050","1417353184"
"545133488","290187465","1417353184"
"812256275","1013517402","1417353184"
"977360908","101371365","1417353184"
"238134403","79167144","1417353184"
"159079101","857964692","1417353184"
"140937819","132908039","1417353184"
"283979803","472143845","1417353184"
"278999721","202487759","1417353184"
"856415100","84044586","1417353184"
"762166880","768792658","1417353184"
"549703120","506622031","1417353184"
"998873592","571182963","1417353184"
"276462060","48322268","1417353184"
"224936983","945672588","1417353184"
"249377762","549456114","1417353184"
"395795933","701034815","1417353184"
"897543627","629611683","1417353184"
"944977325","582368397","1417353184"
"1042833519","826777738","1417353184"
"253431697","532225781","1417353184"
"922101443","548914766","1417353184"
"337418438","927272582","1417353184"
"576496048","960943702","1417353184"
"186615950","101003551","1417353184"
"350053389","320504048","1417353184"
"704120089","669372916","1417353184"
"364004938","1043455568","1417353184"
"535209366","83948682","1417353184"
"489121831","989741814","1417353184"
"446606886","257354705","1417353184"
"428612610","107855291","1417353184"
"61788524","603152965","1417353184"
"368020843","260067330","1417353184"
"1068684430","555258558","1417353184"
"642765473","260348761","1417353184"
"178419983","597533131","1417353184"
"738812322","319887933","1417353184"
"178367285","1020402028","1417353184"
"793160162","750376927","1417353184"
"537182171","93680457","1417353184"
"298596891","690193247","1417353184"
"445898433","107351660","1417353184"
"898215708","871927467","1417353184"
"478655467","490656433","1417353184"
"712454948","131341758","1417353184"
"786579461","956460793","1417353184"
"505799495","764403018","1417353184"
"844588223","618740437","1417353184"
"265058403","995042558","1417353184"
"194795974","946172433","1417353184"
"44802052","236350761","1417353184"
"202874251","472137787","1417353184"
"294741614","838233963","1417353184"
"889309060","763195930","1417353184"
"547860278","666030736","1417353184"
"458649672","37611876","1417353184"
"263856076","1036449577","1417353184"
"902875706","998338293","1417353184"
"516516145","889058608","1417353184"
"205935179","385351221","1417353184"
"208835319","409383760","1417353184"
"787319294","300085535","1417353184"
"1045509450","230611780","1417353184"
"218565073","267389728","1417353184"
"966018431","136052919","1417353184"
"1072472205","1055461642","1417353184"
"924379110","477459611","1417353184"
"950272388","587799451","1417353184"
"948709598","173918181","1417353184"
"326843746","760731484","1417353184"
"641044259","847070882","1417353184"
"164036162","1032978047","1417353184"
"655895176","699732404","1417353184"
"128065732","1042806552","1417353184"
"756736741","625381198","1417353184"
"98354924","650450056","1417353184"
"801788045","456172947","1417353184"
"25101986","366616315","1417353184"
"1064049449","330774367","1417353184"
"414394438","537527083","1417353184"
"133277949","734909783","1417353184"
"813372218","690889424","1417353184"
"744053099","696179535","1417353184"
"760646068","632188632","1417353184"
"900878983","334999623","1417353184"
"740483147","835605372","1417353184"
"798775751","520615931","1417353184"
"685200613","504544031","1417353184"
"808464622","174883767","1417353184"
"589383386","162456240","1417353184"
"101690538","852731061","1417353184"
"801140388","828913332","1417353184"
"401446043","486557715","1417353184"
"622991018","123309391","1417353184"
"869991064","804677276","1417353184"
"153631324","794660535","1417353184"
"370800526","873603613","1417353184"
"877751170","298667061","1417353184"
"895019799","131761106","1417353184"
"921788012","281566792","1417353184"
"439317907","452741127","1417353184"
"73901326","33190956","1417353184"
"721536814","357816766","1417353184"
"220215217","228743787","1417353184"
"456669544","973211308","1417353184"
"602445161","259359669","1417353184"
"586383912","41998588","1417353184"
"709815240","529382662","1417353184"
"127255270","1070849108","1417353184"
"525176844","163143708","1417353184"
"160327657","441938970","1417353184"
"726696648","102423799","1417353184"
"331935054","1004268650","1417353184"
"641214543","160487523","1417353184"
"868005192","609326816","1417353184"
"380542528","275045697","1417353184"
"753861775","562954401","1417353184"
"984175347","867965916","1417353184"
"320709480","30214720","1417353184"
"666307177","754436826","1417353184"
"581081123","630516632","1417353184"
"271833446","705392777","1417353184"
"601005225","977406015","1417353184"
"782052297","549822694","1417353184"
"645973793","166959151","1417353184"
"844438549","254486690","1417353184"
"680692599","389568658","1417353184"
"157339673","402736572","1417353184"
"451104876","724719174","1417353184"
"78573436","434908316","1417353184"
"429733557","267818785","1417353184"
"138123452","799155005","1417353184"
"966995386","986718980","1417353184"
"543342245","752031617","1417353184"
"325630347","640495257","1417353184"
"686170800","382245291","1417353184"
"590152896","561852758","1417353184"
"312924734","31699722","1417353184"
"769320702","157758026","1417353184"
"331032502","1012368390","1417353184"
"853629253","519535934","1417353184"
"429373065","1008459272","1417353184"
"338238921","6644698","1417353184"
"494647886","890943570","1417353184"
"764500767","374593863","1417353184"
"619012009","294067781","1417353184"
"646712880","16788436","1417353184"
"816258306","140126900","1417353184"
"166181361","393884282","1417353184"
"528082547","524842254","1417353184"
"1005994450","115584472","1417353184"
"244158543","731583627","1417353184"
"830597988","60666303","1417353184"
"937449729","354849125","1417353184"
"489748401","237258036","1417353184"
"387463766","913804586","1417353184"
"541623177","197630926","1417353184"
"894525477","994383035","1417353184"
"286811319","329135068","1417353184"
"958923539","78479861","1417353184"
"177288494","642708577","1417353184"
"253284594","909884954","1417353184"
"444368724","705239761","1417353184"
"47409775","111956764","1417353184"
"166913318","151279467","1417353184"
"1011949244","1034151084","1417353184"
"921177244","252713663","1417353184"
"707058839","289373360","1417353184"
"417237059","548709061","1417353184"
"123807708","580776382","1417353184"
"619906170","616214252","1417353184"
"844605453","360822654","1417353184"
"618667253","724606175","1417353184"
"849067476","307213396","1417353184"
"993476896","310592170","1417353184"
"66161166","859486199","1417353184"
"329074691","905264037","1417353184"
"317183868","771031349","1417353184"
"567450022","758146636","1417353184"
"483822953","123592416","1417353184"
"1004506336","599985710","1417353184"
"275874313","36377255","1417353184"
"224680702","33653772","1417353184"
"1001942698","646841222","1417353184"
"808173497","922486242","1417353184"
"740209577","1026165725","1417353184"
"88445794","723056549","1417353184"
"537897441","1024372567","1417353184"
"15861634","691603999","1417353184"
"747131993","205832806","1417353184"
"719753371","865832192","1417353184"
"148702686","117634563","1417353184"
"513295419","52310359","1417353184"
"680094740","1011153408","1417353184"
"92136766","402600680","1417353184"
"743394404","195301533","1417353184"
"861671967","761970447","1417353184"
"836706796","125314462","1417353184"
"907058655","670825254","1417353184"
"749318015","385559637","1417353184"
"794217752","415584878","1417353184"
"17647476","120599715","1417353184"
"1002093841","76171633","1417353184"
"240288780","469538621","1417353184"
"1047086543","1066162635","1417353184"
"771265617","884934728","1417353184"
"180633126","92415574","1417353184"
"481413392","559388924","1417353184"
"313260858","436289009","1417353184"
"197798596","479798742","1417353184"
"747358193","589686071","1417353184"
"387548517","1045310339","1417353184"
"751190128","1052199791","1417353184"
"857803967","517401414","1417353184"
"1052523197","431685059","1417353184"
"489082008","259208342","1417353184"
"505100376","989650904","1417353184"
"404366928","797942932","1417353184"
"475752059","288129100","1417353184"
"556056099","622845292","1417353184"
"86973129","18157117","1417353184"
"831490196","937276189","1417353184"
"335887006","799488297","1417353184"
"125362257","85228790","1417353184"
"472103661","948325220","1417353184"
"265369006","1046109848","1417353184"
"156308355","444092858","1417353184"
"241039959","709171732","1417353184"
"510419037","706504963","1417353184"
"737701782","1022786016","1417353184"
"589009586","881382546","1417353184"
"602183481","837089455","1417353184"
"19627399","894686532","1417353184"
"625237298","181571197","1417353184"
"959745924","741971888","1417353184"
"654757023","814721112","1417353184"
"139357004","507408678","1417353184"
"310966579","925360585","1417353184"
"462659","222183788","1417353184"
"248270881","244633615","1417353184"
"324718724","688079221","1417353184"
"974974992","215032603","1417353184"
"934480855","45630369","1417353184"
"450564590","477168486","1417353184"
"667202870","499737122","1417353184"
"724850733","1014926060","1417353184"
"401809353","171524185","1417353184"
"748666220","911474382","1417353184"
"974264761","1073725359","1417353184"
"1041478184","888097612","1417353184"
"294511946","444779312","1417353184"
"300490372","792647131","1417353184"
"1006651323","549028734","1417353184"
"299213525","893424268","1417353184"
"818915967","644162243","1417353184"
"811375382","737904414","1417353184"
"537744300","17627223","1417353184"
"126601414","7886798","1417353184"
"657169454","166780425","1417353184"
"544423684","523399982","1417353184"
"50072444","567810603","1417353184"
"115570955","513049966","1417353184"
"639724389","85066016","1417353184"
"1054670987","326090636","1417353184"
"796908199","255545802","1417353184"
"499795281","1054576909","1417353184"
"145310568","817780129","1417353184"
"412906360","518173738","1417353184"
"948641052","985621077","1417353184"
"765823039","529062363","1417353184"
"110693190","659695047","1417353184"
"837960197","775939392","1417353184"
"518024199","649253422","1417353184"
"552646575","190956361","1417353184"
"134239707","925568882","1417353184"
"129481853","419987509","1417353184"
"854432781","173681444","1417353184"
"550677700","1038513762","1417353184"
"810022185","285906802","1417353184"
"357486717","863797716","1417353184"
"152150457","910095007","1417353184"
"373001820","1029609207","1417353184"
"878173925","860342797","1417353184"
"572115189","1036006087","1417353184"
"284467941","969396184","1417353184"
"295772386","568474308","1417353184"
"244565837","659883931","1417353184"
"458180099","612492065","1417353184"
"408920005","930575479","1417353184"
"779699267","38117020","1417353184"
"662486511","199791706","1417353184"
"459155939","589155701","1417353184"
"1012768493","554229384","1417353184"
"592851939","869813336","1417353184"
"247972298","884086011","1417353184"
"800907594","691391696","1417353184"
"706680686","345183286","1417353184"
"479089115","572541343","1417353184"
"160886553","109526083","1417353184"
"666181230","252867102","1417353184"
"912930695","328787228","1417353184"
"940217300","234542029","1417353184"
"433396676","258452105","1417353184"
"180095592","839344046","1417353184"
"671447650","640411401","1417353184"
"339024071","313378650","1417353184"
"493520726","483890624","1417353184"
"66791487","249236073","1417353184"
"280088796","796301526","1417353184"
"1061826990","326498802","1417353184"
"765529188","656873678","1417353184"
"183150142","891988437","1417353184"
"1047742774","333446864","1417353184"
"66453600","188247809","1417353184"
"37320165","969603388","1417353184"
"879789512","459152143","1417353184"
"298434615","968071933","1417353184"
"1015906646","854189880","1417353184"
"635050659","382078430","1417353184"
"779377083","105363513","1417353184"
"289426750","511937155","1417353184"
"574401583","792154728","1417353184"
"544599743","380690990","1417353184"
"212314177","1040766705","1417353184"
"490975876","119773558","1417353184"
"637311462","1056169457","1417353184"
"280642798","648285456","1417353184"
"80120170","899810283","1417353184"
"539367414","72321886","1417353184"
"234893302","832648642","1417353184"
"382095047","812542932","1417353184"
"780665079","91419247","1417353184"
"145636329","203607454","1417353184"
"758071889","47293031","1417353184"
"368057932","829265289","1417353184"
"910703238","876698212","1417353184"
"715571477","335574237","1417353184"
"597649411","252320662","1417353184"
"642971320","366670215","1417353184"
"587587175","186431793","1417353184"
"512806896","577175757","1417353184"
"310537009","202923190","1417353184"
"249723566","662727444","1417353184"
"623088887","438729264","1417353184"
"225731760","1006466372","1417353184"
"570273374","227351358","1417353184"
"743827893","102529807","1417353184"
"74137745","872518086","1417353184"
"289027545","481013096","1417353184"
"47485129","949224210","1417353184"
"962335104","305520658","1417353184"
"799096121","126814530","1417353184"
"272141459","524458779","1417353184"
"81192648","1010532790","1417353184"
"814291001","689180251","1417353184"
"177203986","368729190","1417353184"
"661207466","425828521","1417353184"
"838684050","435229911","1417353184"
"642223327","717555436","1417353184"
"380036408","713689065","1417353184"
"864881930","543057014","1417353184"
"824668894","344839582","1417353184"
"64157754","765662550","1417353184"
"544445428","638224067","1417353184"
"687677002","486790754","1417353184"
"759900453","243971661","1417353184"
"904808310","343124650","1417353184"
"167917597","871319121","1417353184"
"256541576","131367935","1417353184"
"312663576","952119059","1417353184"
"660685501","629940060","1417353184"
"955378424","531718375","1417353184"
"479884815","124356807","1417353184"
"351187368","1044185358","1417353184"
"1063831631","28335878","1417353184"
"654231053","470353110","1417353184"
"982703692","63874210","1417353184"
"866994893","548337589","1417353184"
"447582716","606536846","1417353184"
"324837614","926509475","1417353184"
"238036359","674397616","1417353184"
"207870470","957598446","1417353184"
"437329850","889592965","1417353184"
"725637980","251052523","1417353184"
"555081241","786517469","1417353184"
"547505101","412158337","1417353184"
"1004918001","999342135","1417353184"
"12442089","282039142","1417353184"
"447509143","487883303","1417353184"
"626013087","763115100","1417353184"
"545438299","850522474","1417353184"
"214515218","465974968","1417353184"
"1060556026","980836785","1417353184"
"159797434","363139508","1417353184"
"471837658","486651074","1417353184"
"407228115","310623641","1417353184"
"1050996736","55960903","1417353184"
"718144342","706356691","1417353184"
"145436850","912008692","1417353184"
"954028334","776675658","1417353184"
"409212010","680405612","1417353184"
"575442097","100816364","1417353184"
"339918404","856251009","1417353184"
"670621262","1044794715","1417353184"
"444117764","933649772","1417353184"
"172622681","233234196","1417353184"
"831971855","228178172","1417353184"
"367850307","186317238","1417353184"
"479179942","906225843","1417353184"
"3867541","508888825","1417353184"
"179482489","103576971","1417353184"
"343632455","909925224","1417353184"
"756613668","877746291","1417353184"
"556933342","658714248","1417353184"
"333340310","684649077","1417353184"
"1050514178","845078982","1417353184"
"60003323","446225257","1417353184"
"226295830","329959198","1417353184"
"351661579","861450985","1417353184"
"1061622172","990384137","1417353184"
"110818890","821837423","1417353184"
"845945371","910998466","1417353184"
"118212027","924258737","1417353184"
"693207772","898427731","1417353184"
"706393658","738574398","1417353184"
"1015695160","834911872","1417353184"
"206471921","457857934","1417353184"
"299534996","7985231","1417353184"
"322780079","656534323","1417353184"
"272480116","821575141","1417353184"
"877125197","553575192","1417353184"
"512676108","1007558933","1417353184"
"769045348","913829879","1417353184"
"1049261664","288908823","1417353184"
"455910179","624386789","1417353184"
"102449394","45306426","1417353184"
"35149190","585458173","1417353184"
"796624193","410822757","1417353184"
"704635580","400841042","1417353184"
"824648558","345970100","1417353184"
"72523283","173613983","1417353184"
"997398706","1039244062","1417353184"
"816852628","121090276","1417353184"
"658379738","927939045","1417353184"
"252861238","116161362","1417353184"
"30662481","705785050","1417353184"
"954524131","606764739","1417353184"
"704795522","786547529","1417353184"
"179125938","4765697","1417353184"
"677413543","991633241","1417353184"
"664166620","906044685","1417353184"
"125837682","328793783","1417353184"
"1053228116","36662291","1417353184"
"878720335","448285965","1417353184"
"878200631","644019011","1417353184"
"902071565","166004695","1417353184"
"249493294","398940593","1417353184"
"617526787","388939738","1417353184"
"986239896","220297861","1417353184"
"7289928","850004010","1417353184"
"639353813","940453610","1417353184"
"157565222","732424380","1417353184"
"635149215","991705527","1417353184"
"708210324","949241249","1417353184"
"397028150","981927778","1417353184"
"824638910","863730520","1417353184"
"319550894","29932884","1417353184"
"920046291","1017016097","1417353184"
"233322638","919823191","1417353184"
"1041902263","227785352","1417353184"
"46751181","90621619","1417353184"
"457999176","616613882","1417353184"
"893787449","960300668","1417353184"
"404774770","804684178","1417353184"
"1027399461","278513699","1417353184"
"973577341","500794153","1417353184"
"527009957","677491422","1417353184"
"133087753","56891956","1417353184"
"978917118","802781260","1417353184"
"653965402","777605706","1417353184"
"552411348","322554093","1417353184"
"89731502","296248025","1417353184"
"315466570","611347293","1417353184"
"911549028","17303412","1417353184"
"1030007405","753255660","1417353184"
"944823873","866051121","1417353184"
"78103598","37581679","1417353184"
"328893647","376404055","1417353184"
"640248237","892003083","1417353184"
"433283396","321425575","1417353184"
"793688024","348838841","1417353184"
"55560641","542588538","1417353184"
"853664769","948694398","1417353184"
"783691453","582915972","1417353184"
"505655258","831057410","1417353184"
"683406032","224444927","1417353184"
"987672707","687869472","1417353184"
"923164948","88238200","1417353184"
"407292068","207984255","1417353184"
"538676215","799240744","1417353184"
"857827138","580027746","1417353184"
"489984894","223366276","1417353184"
"997513563","899139808","1417353184"
"909906155","963425142","1417353184"
"485498324","602191726","1417353184"
"117139925","47687508","1417353184"
"59351733","1038669707","1417353184"
"791774604","704516752","1417353184"
"542368969","783624524","1417353184"
"842035104","988653907","1417353184"
"648829821","163495378","1417353184"
"163778031","665836850","1417353184"
"758593958","174490978","1417353184"
"858618092","588579003","1417353184"
"847235229","853821731","1417353184"
"73954323","700269304","1417353184"
"780470501","540085035","1417353184"
"544764882","162154101","1417353184"
"222037952","221598300","1417353184"
"175975353","467599100","1417353184"
"58167495","771212542","1417353184"
"1073460608","275966564","1417353184"
"413741820","308534648","1417353184"
"320124046","32791407","1417353184"
"387354500","998452030","1417353184"
"94611735","786932822","1417353184"
"713358744","483904343","1417353184"
"317431926","846913607","1417353184"
"608600397","60461893","1417353184"
"71276057","134298352","1417353184"
"723757622","655446178","1417353184"
"892965232","585637965","1417353184"
"291927307","447670004","1417353184"
"547776979","796702502","1417353184"
"455383523","203302226","1417353184"
"64937679","209026346","1417353184"
"581908100","601743846","1417353184"
"138703191","845948462","1417353184"
"713536406","290113082","1417353184"
"275414368","608409245","1417353184"
"836315365","334086011","1417353184"
"225953132","765137024","1417353184"
"306387756","1018012663","1417353184"
"970444226","56498920","1417353184"
"695950868","605209388","1417353184"
"680752309","658297895","1417353184"
"872083590","414892240","1417353184"
"870297515","810742718","1417353184"
"848087512","599410777","1417353184"
"293778651","811602040","1417353184"
"563618692","69177987","1417353184"
"280982821","12453192","1417353184"
"1048721319","898136896","1417353184"
"986122839","351760058","1417353184"
"323409150","896352145","1417353184"
"173298372","783563524","1417353184"
"10653340","997840992","1417353184"
"156351880","320619238","1417353184"
"873309786","47130983","1417353184"
"904260975","958361494","1417353184"
"770029961","516266276","1417353184"
"505814526","1071549018","1417353184"
"839545645","971357107","1417353184"
"823897829","134396432","1417353184"
"797990698","1058836719","1417353184"
"843148699","775472182","1417353184"
"175951935","478932114","1417353184"
"876453350","870012059","1417353184"
"761202034","219574840","1417353184"
"662060","1048289151","1417353184"
"359251216","17658365","1417353184"
"304223564","1021974394","1417353184"
"57170369","671588910","1417353184"
"1030028545","520728322","1417353184"
"325106043","504326628","1417353184"
"871247096","479443232","1417353184"
"561735104","290357438","1417353184"
"60078409","471245591","1417353184"
"615308723","275604950","1417353184"
"449994384","917725707","1417353184"
"530989381","323299304","1417353184"
"917836929","646389710","1417353184"
"74374552","161295155","1417353184"
"820908121","427730419","1417353184"
"682831040","359396336","1417353184"
"516402753","475186527","1417353184"
"697060392","762419982","1417353184"
"617480380","970840363","1417353184"
"949973051","288066945","1417353184"
"784422778","971108235","1417353184"
